SMILES,Validity
N#CC(SC=S(=O)(NC(=O)NO)CS,invalid
CCCCCCC(c1ccccc1C)OO,valid
O=C(NNc1ccccc1)NC(F)C1=O,invalid
COc1ccc(C(F)(F)F)cc12,invalid
CCN(C)C#CP(=O)O,valid
O=C(NO)c1ccccc1N,valid
CCOCC(=O)Nc1ccc(C(NC)C)nc1C(F)(F)(F)F)N,invalid
CCCN(C)CCCCNCCS(=O)(O)=O)n1ccnc1,invalid
CCCNC1SC,invalid
CSc1nc(Nc2ccc(C(F)(F)(F)F)cc2)nnc1C,invalid
COc1ccc(C(=O)O)cc1,valid
O=P(O)(F)P(=O)(O)Sc1ccccc1,valid
CC(C)n1ccnc1C(O)P(=O)(O)OCc1ccc2ccccc2cc1,invalid
CC(C)c1c(-c2ccccc2)Cnnn2cnnn2)cc1O,invalid
Nc1ncccc1SSc1cccnc1C,valid
CCCCOC(=O)N(CCO)c1ccccc1C(=O)Nc1ccccc1,valid
Nc1ccc(Sc2ccccc2)cc1,valid
CCCCCCCCCCCCC(C)(C)COc1ccc(OO)cc1C,valid
CNc1nc(-c2ccc(C)cc2)nn1,invalid
CC(NCCc1ccccc1C(O)P(=O)(O)OCc1ccccc1)c1ccccc1,valid
NC(c1cccnc1)c1ccccc1,valid
NC(=O)NNc1ccc(SSc2ccccc2)cc1,valid
CCCNCCONC(=O)NNC(=O)NCc1ccc2ccccc2cc1C,invalid
CC(C)CCn1nc2cnc(N)n2)cc1Cl,invalid
N#Cc1ccc(-c2ccc(Cl)c(C)c2)nc1=O,invalid
COc1cccc(C(F)(F)F)c1,valid
CCCCNCC1=C=C(F)(F)F)Nc2ccc(F)cc2cn1,invalid
CCCON(CC)COC)Cc1ccccc1O,invalid
CCCC(=O)Nc1ccc(NC(F)(F)(F)F)cc1F,invalid
OCc1ccccc1Cl,valid
Nc1cc(-c2cccc(CC2)o)o2ncnc12,invalid
COc1ccc(CO)cc1OP(=O)(O)O,valid
CCCN1CC(NO)CN(C)CCO1,valid
CN(C)Cc1nc(-c2cccc(=O)OC)o2)cc1=O,invalid
CC(C)CCCOCc1ccc(O)c(O)c1,valid
Cn1nccc1C(O)C(O)O1=C(N)CCCC,invalid
COc1ccc(-c2cc(C)(F)(F)C)nc2o1,invalid
CCC(P(=O)(O)P(=O)(O)OCC(C)CCSCCC(N)(F)(F)F)F,invalid
O=C(Nc1nccs1)n1cccc1,valid
CN(CC)CCCCCN,valid
C=CCCCOOc1ccc(O)c(-c2ccccn2)c1,valid
COc1ccccc1NS(=O)(=O)P(O)(F)=O,valid
CS(=O)(Nc1ccccc1)c1nccs1,valid
O=C(O)C(=O)Nc1ccc(Cn2cccn2)cc1,valid
CC(=O)c1cc2ccccc2o1,valid
CCC(N)=O,valid
CCCCCC(=O)Nc1ncc(C#N)cn1,valid
CC(=O)NCC(CO)c1cccc(-c2ccccn2)c1,valid
Cn1cnc(-c2ccnc(N)n2)cn1Cc1ccccc1,valid
Cc1ccccc1C(=O)NC(=O)c1ccccc1O,valid
CC(=O)NC(c1cccc(F)c1O)Cc1ccc(O)c(O)c1,valid
CN(C)CCCCCCNCCN,valid
CCCCCCCC(=O)NC(=O)c1nc(NC(=O)NO)ccc1,valid
CCC(C)c1cc(-c2cccc(S)n2)cs1,valid
CCCCCCOOC(=O)NO,valid
COC(C)CC(N(C)CCOCCc1ccccc1OC)CP(=O)(O)O,valid
O=C(NNC(=O)NCc1ccccc1Cl)NCc1ccccc1,valid
Cn1cccc1Sc1ccc(N(C)F)c(C)c1,valid
Oc1ccccc1C(F)(F)F)Cc1cccc2ccccc12,invalid
NC(C)Cc1c(O)C(=O)cccc1,valid
CCCCCC(C)CCNc1cccc(O)c1,valid
CCCCCOc1cccc(=O)n1C,valid
O=P(O)(O)c1ccc(I)o1,valid
CN(C)COCC(=O)Nc1oncs1,invalid
CCCN1CCCOC1(O)=O,invalid
O=C(NNC(=O)NCCCc1ccccc1)NO,valid
O=C(NNCc1ccc(Cl)s1)(S)CP(=O)(O)O,invalid
O=C(NC(c1cccnc1)n1nc(-c2cccc(F)n2)n1)c1cccc(S(=O)(=O)N(Cc2cccn2)c(CO)O)c12,invalid
O=CC(NO)CCCc1ccccc1C(O)P(=O)(O)O,valid
O=C(NOc1ccc(NC(=S)NO)cc1)NCc1ccc(I)c(O)c1,valid
CCC(=O)Nc1nc2ccccc2n1C,valid
CN(C)CC#CCO,valid
CC(=O)c1ccc(C(=O)NC(CCCO)(F)O)cc1,valid
CCCCCCC(N)=O,valid
Cn1cnc(NC(=O)Nc2ccccc2)c(=O)n1C,invalid
O=C(Nc1ccccc1F)NNc1ccccc1,valid
CCCCCOCc1ccc(NC(=O)NO)cc1,valid
CCCCCCN(C)CCCCN,valid
OCc1ccc(O)cc1,valid
CCCCCCCCCCOc1ccccc1,valid
OC(CO)c1ccc(B(O)O)cc1,valid
CC(=O)c1ccc2ccccc2c1Cc1cccc2ccccc12,valid
CCCC1=C(N)S=C(NO)P(=O)(O)O,invalid
CCCNCCCCCC(O)C(=O)O,valid
CCC(=O)Nc1nccc(O)c1CS,valid
CCN(C)CCCN(CCO)CCNc2ccccc2C1=O,invalid
CCCCC(O)c1ccc(C)cc1,valid
CC(=O)N1Cc1ccc(C(=O)O)cc1,invalid
CCCCC1=C(S)NC(=O)NC(=O)c1cccc(F)c1,invalid
O=C(c1ccccc1)NO,valid
CCCC1S(=O)(=O)c2ccc(F)cc2Cl)o1,invalid
CNCCNC(c1ccc(-c2ccc(C)oCC(=O)O)c2)cc1O,invalid
O=C(O)c1ccc(-c2cccc(C)c2)cn1,valid
N#CCCCOc1ncco1,valid
Cn1cncc1Nc1nc2ccccc2n1-c1ccc(Cl)cc1,valid
CCCOC(C)CCNC(=O)NCc1cccc(-c2ccccc2)c1,valid
CCCCC(=O)N(Cc1ccccc1)CC(O)P(=O)(O)O,valid
CN(C)c1ccc(-c2ccc(NC(F)(F)(F)F)c(F)F)c21,invalid
NNN=C(N)NNC(=O)c1ccccc1,valid
S=C(Nc1ccccc1)c1ccc(-c2cc(C)o2)nn1,invalid
CCCCCCCCC(N)=O,valid
O=C(NN(CCl)C(=O)Nc1ccco1,invalid
CCCCOCC(O)=O,valid
CCCC(C)c1cc2cc(O)oc2c(C)cc12,invalid
CN(C)CCN=CC(c1ccco1)c1ccc(C)c(BO)c1,valid
CCCCCOCc1ccccc1,valid
Oc1cc(Cl)ccc2c(=O)s1,invalid
O=C(NS(=O)(=O)c1ccccc1F)c1ccccc1,valid
CCCCCCC(c1ccccc1)c1ccc(NC(=O)NO)cc1,valid
CC(C)c1nc(-c2ccccc2)Cn2cnc(N)c2Cl)o1,invalid
Cc1nc(NC(=O)c2ccccc2O)o1,invalid
Cc1ccccc1C(N)C(=O)NNC(C)C,valid
Nc1ccc(NC(=O)Cc2ncccc2)cc1,valid
COc1ccccc1NC(C)C(P(=O)(F)O)O,valid
Cn1nnnc1CN,valid
CCCC(NCC)Cc1cc(O)cc(O)c1C,valid
COCC(=O)c1c(n2ccc(C(F)(F)(F)C)c(F)s2)n1,invalid
CC(C)n1ccnn1CCC,invalid
COc1cccc(NCC(=O)O)c1,valid
CON(C)c1ccc2oc(c(NC(=O)F)o2)nc1C,valid
CCCCCCCCCNCCCCCCNCc1cc2ccc(N)c2c1.Cl,valid
CCCC1(C)C(=O)Nc2ccc(F)cc2.Cl)cc1,invalid
CC(C)CCc1ccccc1NS(=O)(=O)c1cccs1,valid
N#Cc1ccc2occcc2c1,invalid
COC(=O)c1ccc(-c2ccccc2)nn1C,invalid
CCCCCOc1ccc(=O)o1,invalid
O=C(NNC(c1ccccc1)COc1cnc(-c2ccccc2)o1)c1cccc2ncccc12,valid
Cc1ccc(N(CC(=O)C(C)C)CSC2=O)cs1,invalid
COc1cccc(C(=O)O)c1.Cl,valid
CNc1ccncc1C(=O)NO,valid
CCC(=O)c1ccc(P(=O)(F)F)o1,valid
O=C(S(=O)Nc1ccccc1)c1ccccc1,valid
COc1cc(-c2ccccc2)onn1Cc1ccc(Cl)o1,invalid
CCC(N)C(=O)CS(=O)(=O)Nc1ccccc1,valid
CC(C)(C)c1nc(O)n(-c2ccccc2)nnn1Cc1ccccc1,invalid
S=C(N)SCC1=C(NO)C(=O)CCCCCSC1=O,valid
Cnc1onn1CCCC1=C(Nc2cccc(C(F)(F)(F)F)c2)Cc2ccccc21,invalid
NCC(c1nc2ccccc2s1)c1ccc2occcc2c1,invalid
O=C(CCc1ccccc1Cl)c1ccccc1,valid
CN(C)c1nc(-c2ccccc2)sn1CC,invalid
NCc1ccccc1NC(c1nc(-c2ccccc2)CCn2ccnc2)o1,invalid
COc1ccccc1C(O)=O,valid
O=C(c1ccccc1)C(F)(F)(F)F,invalid
CCCC(=O)OCCC(=O)Nc1ccc(NC(=O)O)cc1,valid
CC(=O)Nc1nc2ccc(C)oO)c2cc1O,invalid
O=C(NCCc1ccccc1Cl)NNC(=O)O,valid
Cn1c(-c2ccc(S(=O)(=O)O)n2)cc(=O)C(=O)N(CC(C)F)n21,invalid
O=C(O)CCCc1ccncc1F,valid
OCCS(=O)(=O)NNC(=O)c1ccc(F)cc1)Nc1ccccc1,invalid
Oc1cc(Cl)ccc1C,valid
CCCOCC(O)COC(CO)C(P(=O)(O)O)CCCNCc1ccccc1,valid
CC(C)n1N,invalid
O=C1CSCCC1=O,valid
Cn1ccnc1NC(=O)C(C)C.OCCC1=CS,invalid
CCCCN(c1ncccc1)c1cc(-c2ccc(C)cc2)ncn1F,invalid
O=C(Nc1ccccc1)c1ccccc1Cl,valid
Oc1ccccc1C(F)(F)F)F,invalid
CC(N)(F)(F)CCNN#Cc1ccc(-c2cccn2)s1,invalid
CCCCCCOC(C)N(C)COCC,valid
CN(CC)c1c(-c2ccccc2)nc2ccccc2c1=O,invalid
O=c1c(-c2ccc(OC)cc2)nnn1-c1ccccc1C,invalid
Cc1ccc(OC)s1,valid
CCNS(=O)(C)c1ncccc1C(O)=O,valid
O=C(NC(c)c1sccc1)NO,invalid
CN(C)CCC(=O)Nc1nc(Nc2cccc(Cl)c2)nnn1CC,invalid
CCCCCNC(=O)NCc1ccc(-c2ccccc2)cc1,valid
CCCCCCNC(=O)OOCc1ccc(N)c(-c2cccc(N)c2)c1,valid
O=C(Nc1ccccc1)c1ccccc1,valid
CC(=O)NCCCn1cnc(S)n1-c1ccccc1,invalid
O=C1SC(=O)NNC(=O)NCCN2CCCCCCCCCCNCC2NC2CCCC2,invalid
O=C(NO)c1ccccc1,valid
CNc1ccc(C(F)(F)F)cc1,valid
Nc1ccc(Cc2ccccc2)nc1,valid
CCc1ccc(-c2ccccc2)o1,valid
CC(=O)Nc1nc2sccc2cc1C,valid
Cc1ccccc1C(=O)Nc1(-c2ccc(F)cc2)nnn1C,valid
CS1S=C(NNC(=O)Nc2ccccc2)c2ccccc2c1,invalid
CC(C)CCCCN(CCN)=O,invalid
CCc1nc2ccccc2n1Cc1ccc(O)cc1,valid
CN1C(=O)c2ccccc2OC)cc1,invalid
O=C(Nc1ccccc1)OCC1CCS1,valid
O=c1oc2ccccc2n1,invalid
CC(C)(C)C(C)CCOC(=O)Nc1ccc(Cl)c(C(C)OO)c2ccccc12,invalid
CCCCCCCc1ccccn1,valid
NC(=O)c1ccccc1NC(=O)C1CCCCCCCCO1,valid
O=C(Nc1ccccc1)C1=OCCSCC(=O)NO,invalid
COCC(=O)Nc1ccc(-c2cccc(Cl)c(OC)c2)cc1,invalid
N#CS(=O)(=O)c1cccc2oncc2c1=O,valid
CNc1nncs1,valid
CCC(P(=O)(O)O)O,valid
CS(=O)(=O)c1cccc(NC(=O)Nc2ccc(F)cc2C(=O)O)c1,valid
O=C(NNC(=O)c1ccccc1)NCCN,valid
CN(C)C(S)=NNC(=O)CP(=O)(O)O,valid
O=C(O)c1cccc(-c2ccccc2)nn1,invalid
CCCCC1=N(CC)SC1=O,invalid
CCCCCCCCCOCc1ccc(O)c(O)c1,valid
O=C(NN(CCCl)Cl)NS(=O)(O)Cc1ccccc1,valid
Oc1nc2ccccc2c1S,invalid
CC(C)CCCCCCNC(=O)NO,valid
COc1ccc(-c2cccc(C)o2)s1,invalid
O=C(NNN(Cl)n1cncn2nc1c1cccn1)c1nc2ccccc2s1,invalid
CCCCCCOC(C)(O)c1ccccc1,valid
O=C(NO)CCC(NO)c1ccccc1,valid
O=C(O)c1cc2cccc(O)cc2c1,valid
O=C(NNC(=S)Nc1ccccc1)S,valid
N#Cc1ccccc1C(=O)NC(=O)Nc1ccc(F)cc1,valid
CCc1nccc(S(=O)(=O)NO)c1.Cl,valid
CCCCOc1ccc(CCO)o1,valid
O=C(O)c1cc2ccc(O)cc2cc1=O,invalid
CCn1ncc(-c2ccc(C)CC(F)(F)F)s2)c1,invalid
CCCCCCCCCCCCCOc1c(F)cccc1Cl,valid
NNCC(=O)c1cccc(-c2ccco2)c(Cl)cc1S.Cl,valid
OCc1cccc(NC(=O)Nc2cccc(S(=O)(=O)O)o2)cc1.Cl,invalid
CC)c1cccc(OC)c1,invalid
CN(C)SC1=CSC1CSC1=O,invalid
COc1nc2ccccc2cc(C(C)(F)(F)F)s12,invalid
CN(C)CCn1nc(NNC(=O)c2ccc(F)cc2)nn1N,invalid
CCCCCCCOc1c(C)nc(SC2)nc1F,invalid
CCCCC(=O)NC(c1ccccc1)N(C)CC1=C(O)C(=O)C1=O,valid
Cc1cc(O)ccc2ccccc12,invalid
O=C(NNC(=O)Nc1ccc(F)c(-c2ccccc2)n2Cc2ccccc2)cc1,invalid
COc1cccc(-c2ccccc2)c1,valid
CCC(N)=O,valid
CCCNC(=O)Nc1ccc(NC(C)C)cc1,valid
Cc1nc(S)nnc1-c1cccc(S)n1,valid
CCCC(=O)NNC(=O)N(CCn1cccn1)c1ccccc1O,valid
CCCCCC(=O)NS(=O)(=O)O,valid
NS(=O)(=O)c1ccccc1,valid
Clc1ccccc1-c1ccc(-c2cccnc2)no1,invalid
O=C(O)c1ccccc1C(c1ccccc1)c1ccccc1,valid
Nc1ccccc1C(N)=O,valid
CN(C)COc1ccc(C(=O)N=O)cc1C,valid
Cc1nc(S)nnn1C,invalid
CC(N)=OC.Cl,invalid
CC(=O)NCC(SCc1ccccc1)P(=O)(O)O,valid
Oc1cc2occ(NC(=O)O)c2O)cc1C,invalid
CC(Nc1nccc(O)c1)C(P(=O)(O)O,invalid
CNCCC(=O)Nc1nc(-c2ccc(C)(F)F)cc2n1CC,invalid
CCCCCCC(=O)NNC(=O)c1ccccc1CC(P(=O)(O)(F)(F)F)F)P(=O)(O)O,invalid
COc1ccc(Oc2ccccc2=O)o1,invalid
CCCN(C)CCOCC(=O)N(CC)CCc1cccc(O)c1,valid
CCCNCCC(=O)NO,valid
NCCCN,valid
O=C(Nc1ncc(-c2ccccc2)oCn1-c1ccccc1)C1CCCCCCCCCO1,valid
CN(C#CC)N,valid
CCC(C)c1ccc(O)cc1C,valid
CC(C)P(=O)(O)O,valid
CCCCCCCCCC(NCC(c1ccccc1)c1ccc(-c2cccco2)n1)c1sccc1,invalid
CN(C)c1ccc(SCc2ccccc2)cc1,valid
O=C(Nc1cccc(-c2cccn2)nnc1)c1ccccc1,invalid
CC(N)=Oc1ccccc1C(=O)N(C)SCc1ccccc1F,invalid
CCCCCCCCC(=O)NCc1ccc(-c2cccc(N)c2)nn1,valid
O=C(NN=C(NNO)c1nccs1)c1ccccc1,valid
N#Cc1ccc(NS(=O)(=O)Cn2cccc2)cc1,valid
CC(c1ccc(S(=O)(=O)NCc2ccc(C)C)c2O)cc1C,invalid
N#Cc1cncc(NC(=O)Nc2ccccc2)cn1,invalid
COc1cccc(C(=O)NNS(=O)(=O)C=Cc2ccccc2O)cc1,invalid
CCCCCOC(=O)Nc1cc(-c2cccc(C(F)(F)F)c2)nc1O,invalid
CC1CNCC(c2ccccc2)N(CC)CCn1ccnc1,invalid
COc1ccc(C(=O)O)cc1C,valid
CCCCNC(N)CS,valid
O=C(Nc1cccc(=O)O)c1,invalid
CCCCOC(=O)C1=C(C)CC1=Nc2nc(S)ncn21,invalid
COc1ccncc1O,valid
CCNCCN,valid
O=C(NS(=O)(=O)c1ccccc1)c1ccccc1,valid
CCCCCCCCCNc1ccccc1O,valid
CCCCCC(C)c1ccc2ccccc2c1O,valid
O=C(Nc1nc2ccccc2nn1Cc1ccccc1)C1=O,invalid
Cc1ccc(C(=O)CP(=O)O)cc1C,valid
Cn1cc(-c2ccc(O)cc2)cn1,valid
O=c1cc(-c2ccc(C)cc(F)c2)nc1O,invalid
CCCN(CC)Cc1ccc(SCCCC(=O)O)cc1,valid
O=C(Nc1nc(-c2ccccc2)ncn2cnnn2)cn1,invalid
CCCc1nc(Nc2ccccc2C(=O)NO)cc(C)c1Cl,valid
N#Cc1cnc(Sc2ccccc2)o1,valid
CS(=O)(O)c1cccc(NC(=O)O)c1,valid
Cc1nc(S(=O)(=O)NNC(=O)NN(F)F)cc2ccn12,invalid
CCC(=O)NCCCC(P(=O)(O)O,invalid
CSCc1ccc2ccccc2cc1,invalid
O=C(Nc1ccc(Cl)cc1)C(P(=O)(O)O)O,valid
N#CCCCCCCCc1ccccc1Cl,valid
CCN(C)CCCCO,valid
CC1=CSC1=C(N(C)CS2=CC2=O)c2ccc(F)cc2n1.Cl,invalid
CC(=O)N(CO)COCc1ccccc1N,valid
CCCCC(C)CCCN.Cl,valid
CCNCC(=O)NNC(C)Cc1cc(F)ccc1,valid
OC(C)C(Nc1ccc(O)cc1C)NO,valid
N#Cc1ccc(NC(=O)CCC(F)(F)(F)F)cn1,invalid
CN(C)CCCN(C)CCCCCCNCCO,valid
Cc1ccc(NC(=O)Nc2ccoO)cc21,invalid
CC(=O)c1ccc(C(=O)NO)cc1,valid
CCCCCCNCC(c1cccnc1)c1ccccc1C(F)F),invalid
COc1ccc(NCC2CCCCCCCCCC2)cc1,valid
CCCCC(O)(O)C(P(=O)(O)O)C(S)N(C)CCCCNC(F)F,valid
O=C(NNC(=O)Nc1ncc(-c2ccccc2F)s1)NC(=O)Nc1cccc(F)c1,valid
COc1ccc(S(=O)(N(C)(F)F)F)cc1)C(N,invalid
N#Cc1nccs1,valid
O=C(COc1ccccc1)NNC(=O)C(=O)O,valid
N#CCc1ncccc1CS,valid
CCCCCCCCC(=O)NO,valid
CCC(=O)NC(c1ccc(-c2ccccc2)nn1)n1Ccccc1,valid
O=C(NNC(=O)c1ccccc1)SS,valid
COc1ccc(COc2ccc(N)cc2)cc1C,valid
CCCCCNC(=O)NO,valid
O=C(Nc1cccc(N)n2ccnc2)cn1,invalid
CCc1coc(N)c1CCc1ccccc1,valid
CCCCCCCONCC(=O)c1ccc(O)cc1,valid
CCC(C)CC(S)N(C)SCc1ncccc1,valid
CCOC(=O)N(C)CCSC(F)(C)(F)(F)F)F,invalid
OCc1ccc(B(O)(O)C(=O)NO)cc1,invalid
NNC(=O)c1cccc(Cl)c1,valid
CCCCCCCc1cc2ccccc2Oc2ccccc2c1,invalid
OC(c1ccco1)n1cccn1,valid
O=C(NNC(=O)c1sccc1C(-c1ccc(-c2cccc(Cl)c2)n9)c1)c1cccc(C(=O)O)n1,invalid
CCN(C)c1ccccc1C(=O)Nc1ccc(F)cc1,valid
CN(C)CCc1ccccc1,valid
NC1CCSC1=O,valid
Cc1cc(S)cc(NC(=O)NC(=O)NN(C)C(=O)OC)c1,valid
O=C(Nc1ncccc1)NNCC(=O)NC,valid
O=C(NO)c1ccccc1,valid
Cc1cccc(NC(=O)O)c1,valid
Cc1cccc(O(=O)C(=O)O)c1,invalid
O=C(Nc1nc(-c(S(=O)(=O)N(CO)CC2=O)o2)ncn1)c1ccccc1,invalid
CCc1ccc(O)c(C(=O)O)c1,valid
CCC(N)CCCCNCC(c1ccccc1)Nc1ccc(S)cn1,valid
CC(NC(c1ccc(OC)cc1)N)Cc1ccc(N)cc1,valid
CCCCc1ccc(N(C)C)c(O)c1,valid
CCCCCOc1ccc(C)s1,valid
CN(C)CCNC(=O)NCc1ccccc1,valid
NCC(=O)Nc1ccc(-c2ccc(N)cc2)cc1,valid
CC(C)c1ccc(C(=O)O)cc1C,valid
Cn1ccnc1C(O)C(S)N(C)CP(=O)(O)O,valid
CCCCCC1=C(P(=O)(C)NO)CC(S)=O,invalid
CCCOC(=O)N(CC)CCCCCCNCCNC(=O)Nc1ccc(Cl)o1,valid
Cc1cccc(-c2ccc(C)n2)cc1,invalid
CCCNC(=O)c1ccccc1OC1=O,invalid
O=C(Nc1(F)(F)F)(F)(F)(F)Cl)O.Cl,invalid
O=C(NO)c1occs1,invalid
CCc1nc2ccc(O)cc2c1,invalid
CN(C)CCNC(=O)NNC(O)CC,valid
CNc1nc(N2CCCCCCC2N)no1,valid
Cn1cncn1Cc1ccccc1,invalid
CC(C)c1ccc(-c2ccc(Cl)cc2)n1Cc1ccccc1,valid
CC(=O)c1ccccc1Cc1ccncn1,valid
COC(C)SSC(=O)N(Cc1ccc(-c2ccco2)cn1)c1ccccc1,valid
Clc1ccc(NC(=O)COc2cccc(C(=O)O)2)cc1,invalid
N#Cc1cc2ccccc2nc1.Cl,valid
CCCCCCCCCC(N)=O,valid
CCCCCN(c1ccccc1)C(-c1ccc(F)cc1)NO,valid
Cc1ccccc1SS(=O)(P()(=O)O)n1cccc1,invalid
CCCC(P(=O)(O)O)P(O)(O)O,valid
COc1ccc(NC(=S)NNC(=O)C(=O)NO)cc1,valid
CCCSCCC(=O)Nc1ccc(n2cnnc2)o1,valid
CC(C)CSC(N(C)F)(F)(F)O)c1ccccc1C(=O)n1cccc1,invalid
COC(=O)c1ccco1,valid
O=C(NNC(=O)N(C)CCCN(c1ccccc1)C(F)(F)c1ccc(OC)cc1,invalid
COc1ccc(-c2ccccc2)nn1,valid
O=C(O)c1cccc(-c2ccccc2)c1,valid
CCCCONC(C)OCOc1cccc(=O)n1-c1ccc(-c2cccnc2)nn1-c1ccccc1C,invalid
NCc1cccc(O)c1,valid
CCCNc1cccn(CC(C)(F)F)c1=O)N(C(F))c1ccccc1,invalid
CC(NC(=O)c1nccc(O)c1)NO,valid
O=C(NN(C)Cc1ccc2ccccc2cc1Cl)NO,invalid
O=C(NN(Cc1ccccc1)C(=O)NO)P(=O)(O)O,valid
COc1cccc(C(=O)NO)c1C(N)=O,valid
CN(C)CCCCN=C(P()(F)(F)(F)O)(F)F)N.O,invalid
CC(C)=O,valid
NCc1ccc(NCc2cc(Cl)ccc2)cc1,valid
CC(C)OCC(O)C(C(=O)N(CC)O)N(C)c1ccccc1,valid
O=C(Nc1ccc(F)cc1)NO,valid
Cc1ccnc(S(=O)(=O)O)c1,valid
COc1ccc(N(C)(F)F)s1,invalid
COCCC(=O)N(CC)CC(=O)NC(O)P(=O)O,valid
Cn1nncn1-c1ccc(-c2ccccc2)nn1,invalid
COc1ccc(-c2ccccc2)o1,valid
O=C(O)c1ccccc1NC(=O)Nc1ccc(-c2ccccn2)cc1,valid
CC(C)c1nnc(-c2ccccc2)nc1Cc1ccccc1,valid
O=C(Nc1oc2ccccc2s1)c1ccc(OC)o1.Cl,invalid
CCCCCCCCO,valid
CCCOCc1ccccc1CN,valid
CC(C)(C)c1cccc(C(=O)NCC(=O)CCSS(=)(P)O)c1,invalid
CCCNCCNc1nc(CCc2cccc(S)n2)cc1Cl,invalid
CN(O)C(=O)NCc1ncc(-c2ccccc2)nn1Cc1ccccc1,invalid
CC(C)N(C)COCCCCCOOc1ccccc1S,valid
Oc1ccc(-c2ccccn2)cn1,valid
OCc1ccccc1C(=O)O,valid
CCCCCCC(=O)N1C(=O)NCC(C)CCCCSS(=O)(=O)=O,invalid
O=C(NO)c1nc2cc(Cl)ccc2o1,valid
S=C(CNCC(=O)c1cccc(O)c1)c1ccc(Cl)cc1,valid
O=C(NNC(=O)c1ccccc1O,invalid
CCCOC(=O)N(Cc1ccccc1O)C(O)P(=O)(O)O,valid
COc1cccc(O)c1,valid
CCCC(C)(C)CCN(C)c1ccc(N(CC)P(=O)(F)(F)F)n1C,valid
O=C1CC(S)=O,invalid
O=C(NO)c1cccoc1,invalid
Nc1ccc2ccccc2n1,valid
O=C(NO)c1cccc(F)c1,valid
NC1=ONc2ccccc2C1=O,invalid
Clc1ccccc1C(=CS)c1nc2ncccc2o1,valid
CCCCCCOC(=O)NCc1sc2ccccc2c1-c1ccc(F)cc1F,valid
CN(C)C#CC(P(=O)(C)O)CP(=O)(O)O,valid
Cn1nnc(CS)n1Cc1ccccc1,invalid
CCCNC(=O)Cn1sccc1,invalid
O=C(NNCc1ccccc1Cl)Oc1ccccc1,valid
CCC(P(=O)(O)O)C(=O)O,valid
CN(C)CNCc1ncc(-c2ccc(Cl)cc2Cl)s1,valid
C=CS(=O)(=O)c1ccc(-c2ccccc2)nn1-c1ccccc1,invalid
CCC(C)(c1cccnc1)c1ccncc1F,valid
CCCCCCCCCCOCC1=C(=O)N(Cc2ccnc2)onc1C,invalid
Nc1cccc(C(=O)O)c1,valid
CCOc1ccccc1C(SC=c1nc(-c2ccccc2)nnn1Cl)c1ccccc1,valid
NC(=O)c1nc2ccccc2o1,valid
O=C(NN(Cc1ccccc1)C1CO)o1,valid
CN(CC)CCCCCCCSCc1ccc(-c2cccnc2)o1,valid
ONc1ccccc1C(F)(F)(F)F,invalid
CCCCCCOCc1ccccc1,valid
O=C(Nc1ccc(-c2ccccc2)cnc1)c1ccccc1,invalid
O=C(NNC(c1ccccc12,invalid
CCCNCCCCNC(=O)NCc1cccc(C)c1C,valid
O=C(N)c1ccc(-c2ccccs2)cc1C,invalid
C=CCC(C)c1nc(SC)s1,invalid
CN(C)CNCC(=O)c1ccccc1Cl,valid
CCCCCCCc1ccc(OC)cc1C,valid
CCCCC(C)CCc1ccc(O)c(C(F)(F)F)c1,valid
CC1=CCOC1(O)C(=O)N(Cc2ccccc2)cn1F)N,invalid
CC(N(C)(F)F)NP(F)(F)F)F,invalid
CCCCCCCCCCCCCCCCCCCn1ccnc1,valid
N#CSCc1ccccc1C(=O)N(O)C(P(=O)(O)O,invalid
CCON(C)CCS(=O)(=O)c1cnccc1NC(=O)c1ccccc1,valid
CN(C)c1cnc2ccc(CC(F)(F)(F)F)cc2s1,invalid
CC(=O)Nc1ccc(-c2ccc(C)o2)nn1,valid
CC(C)COCC(=O)c1ccc(S(=O)(=O)O)nc(O)c1,invalid
O=C(Nc1ccc(Cl)cc1)C(C)C(O)P(=O)(O)O,valid
CN(C)c1ccc(-c2ccccc2)cc1,valid
CCCC(C)C1=C(S)=CC(=O)O,invalid
CCCOC(=O)NCCNCc1nc2ccc(O)cc21,valid
OC(Cc1ccc(O)c(O)c1)NO,valid
COc1cccc(O)c1,valid
O=NN=C(NCc1cccc(-c2ccc(Cl)cc2)n1)N=O,valid
CCN(C)C(C)Cc1nc(-c2ccc(C)n2)ccn2cnn1C,invalid
CN(C)CSc1ccccc1OP(O)(O)P(=O)(O)O,valid
NC(=O)NC(c1cccc(O)c(S)NO)c1,invalid
O=C(NNC(NO)c1ccc(Cl)cc1)CC(P(=O)(O)O,invalid
CC(=O)Nc1ccc(O)c(S(=O)(=O)O)c1,valid
COc1ccc(S(=O)(=O)Nc2ccccc2C)o1,valid
N#Cc1ccc(OCC(=O)O)cc1,valid
CN(CC)CC(O)c1cccc(S(=O)(=O)O)c1C(=O)Nc1ccccc1,valid
Cc1oc(-c2ccccc2)nn1Cc1ccccc1,invalid
CCCCCCCC(c1)Nc2ccccc2n1Cc1ccccc1,invalid
COc1cccc(S(=O)(S)N2CCCCC2)s1,invalid
CCCCCC(=O)c1sc(-c2ccccc2)s1,invalid
CC(O)(P()(F)(F)F)F)F)C(P(=O)O,invalid
CCC(=O)OCCCCCCc1c(O)cc(-c2cccc(S(=O)(=O)O)s2)c1CO,invalid
